gene,Fish_kME
Mcavernosa04235,0
Mcavernosa04241,0
Mcavernosa04249,0
Mcavernosa04252,0
Mcavernosa04255,0.741597808154577
Mcavernosa04253,0
Mcavernosa04265,0.492255895632776
Mcavernosa04266,0
Mcavernosa04260,0.640508086495617
Mcavernosa04278,0
Mcavernosa04267,0
Mcavernosa04271,0
Mcavernosa04290,0
Mcavernosa04289,0
Mcavernosa04302,0
Mcavernosa04297,0
Mcavernosa04299,0.690551834823513
Mcavernosa04298,0.778225139438542
Mcavernosa04301,0
Mcavernosa04310,0
Mcavernosa04312,0
Mcavernosa04314,0.86619997391074
Mcavernosa04315,0.340026750011765
Mcavernosa04316,0
Mcavernosa04322,0
Mcavernosa04327,0
Mcavernosa04331,0
Mcavernosa04339,0
Mcavernosa04337,0
Mcavernosa04336,0
Mcavernosa04335,0
Mcavernosa04348,0.487316546326039
Mcavernosa04343,0
Mcavernosa04354,0
Mcavernosa04358,0
Mcavernosa04351,0
Mcavernosa04355,0
Mcavernosa04357,0
Mcavernosa04353,0
Mcavernosa04359,0
Mcavernosa04371,0
Mcavernosa04365,0
Mcavernosa04360,0
Mcavernosa04366,0
Mcavernosa04376,0
Mcavernosa04377,0
Mcavernosa04378,0
Mcavernosa04380,0
Mcavernosa04384,0
Mcavernosa04397,0.477968419691986
Mcavernosa04394,0
Mcavernosa04398,0
Mcavernosa04392,0
Mcavernosa04402,0
Mcavernosa04399,0.444337923861649
Mcavernosa04400,0
Mcavernosa04408,0
Mcavernosa04405,0
Mcavernosa04412,0
Mcavernosa04418,0
Mcavernosa04413,0.469245182362672
Mcavernosa04410,0
Mcavernosa04429,0
Mcavernosa04436,0
Mcavernosa04441,0
Mcavernosa04445,0
Mcavernosa04439,0
Mcavernosa04443,0
Mcavernosa04450,0
Mcavernosa04448,0
Mcavernosa04452,0
Mcavernosa04468,0
Mcavernosa04473,0
Mcavernosa04471,0
Mcavernosa04462,0
Mcavernosa04480,0
Mcavernosa04476,0
Mcavernosa04474,0
Mcavernosa04481,0.363961286293801
Mcavernosa04491,0
Mcavernosa04485,0
Mcavernosa04483,0
Mcavernosa04499,0
Mcavernosa04496,0.373967653213842
Mcavernosa04495,0
Mcavernosa04498,0
Mcavernosa04492,0
Mcavernosa04504,0
Mcavernosa04519,0.323733474911631
Mcavernosa04518,0.777590424619918
Mcavernosa04516,0.579520348944361
Mcavernosa04517,0
Mcavernosa04542,0
Mcavernosa04545,0
Mcavernosa04544,0
Mcavernosa04546,0
Mcavernosa04548,0
Mcavernosa04547,0
Mcavernosa04556,0
Mcavernosa04552,0
Mcavernosa04550,0
Mcavernosa04557,0
Mcavernosa04564,0
Mcavernosa04560,0
Mcavernosa04558,0
Mcavernosa04563,0
Mcavernosa04569,0
Mcavernosa04574,0
Mcavernosa04572,0
Mcavernosa04579,0
Mcavernosa04576,0
Mcavernosa04570,0
Mcavernosa04587,0
Mcavernosa04580,0
Mcavernosa04605,0
Mcavernosa04597,0
Mcavernosa04608,0
Mcavernosa04586,0
Mcavernosa04588,0
Mcavernosa04601,0
Mcavernosa04612,0.228796894939663
Mcavernosa04607,0
Mcavernosa04633,0
Mcavernosa04635,0
Mcavernosa04644,0.558335459007907
Mcavernosa04639,0
Mcavernosa04636,0
Mcavernosa04652,0
Mcavernosa04656,0
Mcavernosa04661,0
Mcavernosa04663,0
Mcavernosa04669,0
Mcavernosa04672,0
Mcavernosa04671,0
Mcavernosa04674,0
Mcavernosa04683,0
Mcavernosa04693,0
Mcavernosa04687,0
Mcavernosa04692,0
Mcavernosa04701,0
Mcavernosa04695,0
Mcavernosa04698,0
Mcavernosa04697,0
Mcavernosa04696,0
Mcavernosa04704,0
Mcavernosa04711,0
Mcavernosa04712,0
Mcavernosa04709,0
Mcavernosa04719,0
Mcavernosa04724,0
Mcavernosa04725,0
Mcavernosa04736,0
Mcavernosa04721,0
Mcavernosa04728,0
Mcavernosa04726,0
Mcavernosa04733,0
Mcavernosa04738,0
Mcavernosa04741,0
Mcavernosa04737,0
Mcavernosa04742,0
Mcavernosa04749,0
Mcavernosa04750,0
Mcavernosa04757,0
Mcavernosa04791,0
Mcavernosa04797,0
Mcavernosa04802,0
Mcavernosa04800,0.641486109930616
Mcavernosa04799,0
Mcavernosa04810,0
Mcavernosa04807,0
Mcavernosa04811,0
Mcavernosa04816,0
Mcavernosa04818,0
Mcavernosa04815,0
Mcavernosa04832,0
Mcavernosa04833,0
Mcavernosa04838,0
Mcavernosa04827,0
Mcavernosa04842,0
Mcavernosa04839,0
Mcavernosa04829,0
Mcavernosa04845,0
Mcavernosa04848,0.632748436444999
