gene,Fish_kME
Mcavernosa04235,0.640717325636098
Mcavernosa04241,-0.151131868419874
Mcavernosa04249,0.164352520160827
Mcavernosa04252,-0.0512970673295284
Mcavernosa04255,-0.302024896217518
Mcavernosa04253,0.463041847226954
Mcavernosa04265,-0.232891620285167
Mcavernosa04266,-0.464069142544186
Mcavernosa04260,0.365318555490385
Mcavernosa04278,-0.182601941888587
Mcavernosa04267,-0.145245275014906
Mcavernosa04271,0.123177247021221
Mcavernosa04290,-0.5257147491643
Mcavernosa04289,-0.0355789566615209
Mcavernosa04302,-0.450549840209781
Mcavernosa04297,0.0995818433138593
Mcavernosa04299,0.287162215581156
Mcavernosa04298,0.388258083442811
Mcavernosa04301,0.709675913779154
Mcavernosa04310,0.064557813625723
Mcavernosa04312,0.457127813115713
Mcavernosa04314,-0.281423674278604
Mcavernosa04315,-0.0760663589243945
Mcavernosa04316,-0.640290628956417
Mcavernosa04322,0.425328387988939
Mcavernosa04327,0.476531901167419
Mcavernosa04331,0.0206779621169335
Mcavernosa04339,-0.0111842936024083
Mcavernosa04337,0.257206172368011
Mcavernosa04336,-0.342517270567148
Mcavernosa04335,-0.0477881434219973
Mcavernosa04348,0.223064121929012
Mcavernosa04343,-0.46270981223313
Mcavernosa04354,-0.482509057094598
Mcavernosa04358,0.644645258932221
Mcavernosa04351,0.761727629430229
Mcavernosa04355,0.677734364971443
Mcavernosa04357,0.818266830875198
Mcavernosa04353,-0.132461933156385
Mcavernosa04359,-0.41193593409777
Mcavernosa04371,0.00218824844127078
Mcavernosa04365,0.100441407327697
Mcavernosa04360,-0.0140866425798135
Mcavernosa04366,0.368427214535087
Mcavernosa04376,-0.42648940871083
Mcavernosa04377,-0.0122159354190152
Mcavernosa04378,-0.0653346078694705
Mcavernosa04380,0.376652148768392
Mcavernosa04384,0.455501465277135
Mcavernosa04397,0.416748397463436
Mcavernosa04394,-0.159634920772453
Mcavernosa04398,0.693146466627953
Mcavernosa04392,0.844636638423813
Mcavernosa04402,0.505670015641153
Mcavernosa04399,0.488656476016612
Mcavernosa04400,0.262622779642152
Mcavernosa04408,-0.0137210496572038
Mcavernosa04405,0.32114427675816
Mcavernosa04412,0.218790096289769
Mcavernosa04418,-0.0748030676831938
Mcavernosa04413,-0.381670388171695
Mcavernosa04410,0.290204493467142
Mcavernosa04429,-0.15740009323694
Mcavernosa04436,-0.205372023269397
Mcavernosa04441,0.257779696137503
Mcavernosa04445,-0.430628046179729
Mcavernosa04439,-0.20789168209828
Mcavernosa04443,-0.163028382128224
Mcavernosa04450,0.700928686190916
Mcavernosa04448,0.0513380138713542
Mcavernosa04452,0.257656545620099
Mcavernosa04468,0.658727065742259
Mcavernosa04473,0.201253154543333
Mcavernosa04471,0.358474247984042
Mcavernosa04462,0.210757463640483
Mcavernosa04480,-0.614710178644993
Mcavernosa04476,0.67331526473289
Mcavernosa04474,-0.626302755333282
Mcavernosa04481,-0.157259484662226
Mcavernosa04491,0.0276649829205797
Mcavernosa04485,-0.180883910844381
Mcavernosa04483,0.787111055611776
Mcavernosa04499,-0.162849749349817
Mcavernosa04496,-0.148591564653932
Mcavernosa04495,-0.231621182157372
Mcavernosa04498,-0.219480462965212
Mcavernosa04492,-0.220184737637914
Mcavernosa04504,-0.347525146310761
Mcavernosa04519,0.169605640465089
Mcavernosa04518,-0.347074068564184
Mcavernosa04516,0.440151966675277
Mcavernosa04517,0.0258816643717232
Mcavernosa04542,0.331787189727393
Mcavernosa04545,0.167035658886445
Mcavernosa04544,-0.217668158579267
Mcavernosa04546,-0.188437179544487
Mcavernosa04548,0.183314387889557
Mcavernosa04547,-0.299625559133738
Mcavernosa04556,-0.219715675414116
Mcavernosa04552,-0.411775592200359
Mcavernosa04550,-0.277887951435096
Mcavernosa04557,-0.385821554325361
Mcavernosa04564,0.162941166026721
Mcavernosa04560,-0.0221816434578887
Mcavernosa04558,-0.530580300214592
Mcavernosa04563,-0.266224301348727
Mcavernosa04569,-0.0345031188169803
Mcavernosa04574,0.648122149971598
Mcavernosa04572,-0.161290344262128
Mcavernosa04579,-0.18780405880142
Mcavernosa04576,-0.365554788783688
Mcavernosa04570,0.194438116159978
Mcavernosa04587,-0.0826959743405475
Mcavernosa04580,-0.319753106515414
Mcavernosa04605,0.740703364240839
Mcavernosa04597,0.432204938066134
Mcavernosa04608,0.470116182859745
Mcavernosa04586,0.117130915462495
Mcavernosa04588,-0.230629805639426
Mcavernosa04601,0.168225412179612
Mcavernosa04612,-0.0792689257980301
Mcavernosa04607,0.489334583655757
Mcavernosa04633,-0.0730032229467208
Mcavernosa04635,0.211421494654564
Mcavernosa04644,-0.495191284407862
Mcavernosa04639,0.0274494853245419
Mcavernosa04636,0.577643423082343
Mcavernosa04652,-0.340113967806293
Mcavernosa04656,-0.763108954675419
Mcavernosa04661,0.124428213896881
Mcavernosa04663,0.248460341025504
Mcavernosa04669,0.0103870139440824
Mcavernosa04672,0.490038298310385
Mcavernosa04671,-0.141794538901582
Mcavernosa04674,0.408387081594157
Mcavernosa04683,0.176348198572709
Mcavernosa04693,-0.335177522536795
Mcavernosa04687,0.543439955846949
Mcavernosa04692,-0.232581950235372
Mcavernosa04701,-0.103048140894177
Mcavernosa04695,-0.143786896432001
Mcavernosa04698,-0.103018665107349
Mcavernosa04697,-0.058635385904347
Mcavernosa04696,-0.319185603874172
Mcavernosa04704,-0.16955428466378
Mcavernosa04711,0.219204880562952
Mcavernosa04712,-0.559997968498287
Mcavernosa04709,-0.220777783300051
Mcavernosa04719,-0.359506219384418
Mcavernosa04724,-0.295630549537617
Mcavernosa04725,-0.15627654436897
Mcavernosa04736,-0.440600063876896
Mcavernosa04721,-0.157288649299247
Mcavernosa04728,-0.343026195389254
Mcavernosa04726,0.154104073425318
Mcavernosa04733,0.150901478524879
Mcavernosa04738,-0.240518226699611
Mcavernosa04741,-0.0219451967654812
Mcavernosa04737,-0.0147202458615165
Mcavernosa04742,0.0950571775595837
Mcavernosa04749,0.0310346067219372
Mcavernosa04750,0.647099418935207
Mcavernosa04757,0.51998036218949
Mcavernosa04791,-0.0846635254734752
Mcavernosa04797,-0.296922675776028
Mcavernosa04802,-0.332461507150243
Mcavernosa04800,-0.220113679072813
Mcavernosa04799,0.0598613746915804
Mcavernosa04810,-0.30851158000912
Mcavernosa04807,0.294022482366717
Mcavernosa04811,-0.201182400779349
Mcavernosa04816,-0.803314814750817
Mcavernosa04818,0.167935972134969
Mcavernosa04815,0.686483631283554
Mcavernosa04832,0.208770665626881
Mcavernosa04833,-0.225861146801903
Mcavernosa04838,-0.426324826012858
Mcavernosa04827,0.0486657237379446
Mcavernosa04842,-0.141439641594119
Mcavernosa04839,-0.105165312303798
Mcavernosa04829,0.139372636088079
Mcavernosa04845,0.626237605174759
Mcavernosa04848,0.0859938102615913
Mcavernosa04846,0.0203391471430266
Mcavernosa04851,0.233310874078974
Mcavernosa04858,-0.137025923747709
Mcavernosa04862,0.152648318817998
Mcavernosa04869,-0.625367728931774
Mcavernosa04865,-0.376674980700651
Mcavernosa04859,0.209411185426624
Mcavernosa04873,0.295418979004256
Mcavernosa04875,0.69117281171639
Mcavernosa04871,0.215711018462317
Mcavernosa04886,-0.288598090883915
Mcavernosa04889,-0.209625529122391
Mcavernosa04890,-0.480574600702238
Mcavernosa04893,-0.430463266996622
Mcavernosa04894,0.224779576124728
Mcavernosa04892,-0.157960387924106
Mcavernosa04896,0.1513734974347
Mcavernosa04903,-0.380203402173758
Mcavernosa04914,0.664532554428473
